Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.718",,,"PATRIC.313590.8.CP009301.CDS.796281.797831.rev","PATRIC","CDS",796281,797831,1551,"-","FIG00001088","PLF_326319_00000602","PGF_06773303",,516,,"beta-glycosyl hydrolase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.719",,,"PATRIC.313590.8.CP009301.CDS.797851.799059.rev","PATRIC","CDS",797851,799059,1209,"-","FIG00004612","PLF_326319_00000879","PGF_00039631",,402,,"Putative RNA methyltransferase DR_0049",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.720",,,"PATRIC.313590.8.CP009301.CDS.799187.799750.fwd","PATRIC","CDS",799187,799750,564,"+","FIG01345772","PLF_326319_00000910","PGF_09220422",,187,,"D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.721",,,"PATRIC.313590.8.CP009301.CDS.799751.802249.rev","PATRIC","CDS",799751,802249,2499,"-","FIG01801593","PLF_326319_00000300","PGF_00000159",,832,,"FIG00694210: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.71",,,"PATRIC.313590.8.CP009301.CDS.80075.80773.rev","PATRIC","CDS",80075,80773,699,"-","FIG00638284","PLF_326319_00002957","PGF_01527077",,232,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.722",,,"PATRIC.313590.8.CP009301.CDS.802355.803284.rev","PATRIC","CDS",802355,803284,930,"-","FIG00638284","PLF_326319_00002569","PGF_01526849",,309,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.723",,,"PATRIC.313590.8.CP009301.CDS.803288.804259.rev","PATRIC","CDS",803288,804259,972,"-","FIG00638284","PLF_326319_00002568","PGF_08225224",,323,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.724",,,"PATRIC.313590.8.CP009301.CDS.804361.804702.rev","PATRIC","CDS",804361,804702,342,"-","FIG00001736","PLF_326319_00001641","PGF_00070417",,113,,"cytosolic long-chain acyl-CoA thioester hydrolase family protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.725",,,"PATRIC.313590.8.CP009301.CDS.804799.805488.rev","PATRIC","CDS",804799,805488,690,"-","FIG01031038","PLF_326319_00001325","PGF_00012854",,229,,"Hydrolase, haloacid delahogenase-like family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.726",,,"PATRIC.313590.8.CP009301.CDS.805633.806934.rev","PATRIC","CDS",805633,806934,1302,"-","FIG01387863","PLF_326319_00002382","PGF_00583021",,433,,"Proton/glutamate symporter",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.727",,,"PATRIC.313590.8.CP009301.CDS.807045.808109.rev","PATRIC","CDS",807045,808109,1065,"-","FIG00000212","PLF_326319_00000101","PGF_00417840",,354,,"Chorismate synthase (EC 4.2.3.5)","GO:0004107|chorismate synthase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.72",,,"PATRIC.313590.8.CP009301.CDS.80776.81420.rev","PATRIC","CDS",80776,81420,645,"-","FIG00638284","PLF_326319_00000052","PGF_08225224",,214,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.728",,,"PATRIC.313590.8.CP009301.CDS.808281.809099.fwd","PATRIC","CDS",808281,809099,819,"+","FIG01004750","PLF_326319_00001368","PGF_00051187",,272,,"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) homolog",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.729",,,"PATRIC.313590.8.CP009301.CDS.809148.809984.fwd","PATRIC","CDS",809148,809984,837,"+","FIG00638284","PLF_326319_00002501","PGF_01526804",,278,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.730",,,"PATRIC.313590.8.CP009301.CDS.809981.812893.rev","PATRIC","CDS",809981,812893,2913,"-","FIG00001220","PLF_326319_00000524","PGF_01039483",,970,,"Fe-S protein, homolog of lactate dehydrogenase SO1521",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.731",,,"PATRIC.313590.8.CP009301.CDS.812980.813474.fwd","PATRIC","CDS",812980,813474,495,"+","FIG00552348","PLF_326319_00002056","PGF_08225224",,164,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.732",,,"PATRIC.313590.8.CP009301.CDS.813482.814660.rev","PATRIC","CDS",813482,814660,1179,"-","FIG01193496","PLF_326319_00001277","PGF_00009760",,392,,"UDP-N-acetylglucosamine:L-malate glycosyltransferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.73",,,"PATRIC.313590.8.CP009301.CDS.81423.81941.rev","PATRIC","CDS",81423,81941,519,"-","FIG00638284","PLF_326319_00002956","PGF_01527076",,172,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.733",,,"PATRIC.313590.8.CP009301.CDS.814702.817623.rev","PATRIC","CDS",814702,817623,2922,"-","FIG00001088","PLF_326319_00000501","PGF_03027708",,973,,"beta-glycosyl hydrolase / Uncharacterized esterase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.734",,,"PATRIC.313590.8.CP009301.CDS.817774.818268.rev","PATRIC","CDS",817774,818268,495,"-","FIG00649258","PLF_326319_00002055","PGF_00365553",,164,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.735",,,"PATRIC.313590.8.CP009301.CDS.818391.819182.rev","PATRIC","CDS",818391,819182,792,"-","FIG01326448","PLF_326319_00000136","PGF_00763621",,263,,"Iron-sulphur-binding reductase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.736",,,"PATRIC.313590.8.CP009301.CDS.819215.819649.rev","PATRIC","CDS",819215,819649,435,"-","FIG00649647","PLF_326319_00002223","PGF_00376054",,144,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.74",,,"PATRIC.313590.8.CP009301.CDS.81944.82501.rev","PATRIC","CDS",81944,82501,558,"-","FIG00638284","PLF_326319_00002955","PGF_01527075",,185,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.737",,,"PATRIC.313590.8.CP009301.CDS.819642.819980.rev","PATRIC","CDS",819642,819980,339,"-","FIG00638284","PLF_326319_00001763","PGF_01526564",,112,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.738",,,"PATRIC.313590.8.CP009301.CDS.819970.821316.rev","PATRIC","CDS",819970,821316,1347,"-","FIG01326448","PLF_326319_00000127","PGF_00015601",,448,,"Iron-sulphur-binding reductase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.739",,,"PATRIC.313590.8.CP009301.CDS.821341.822285.rev","PATRIC","CDS",821341,822285,945,"-","FIG00936834","PLF_326319_00000453","PGF_08209727",,314,,"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.740",,,"PATRIC.313590.8.CP009301.CDS.822352.823473.rev","PATRIC","CDS",822352,823473,1122,"-","FIG00001385","PLF_326319_00000630","PGF_01466819",,373,,"N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)","GO:0008745|N-acetylmuramoyl-L-alanine amidase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.741",,,"PATRIC.313590.8.CP009301.CDS.823655.826444.fwd","PATRIC","CDS",823655,826444,2790,"+","FIG00019192","PLF_326319_00001762","PGF_09964285",,929,,"LPS-assembly protein LptD @ Organic solvent tolerance protein precursor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.75",,,"PATRIC.313590.8.CP009301.CDS.82512.83699.rev","PATRIC","CDS",82512,83699,1188,"-","FIG00000494","PLF_326319_00002954","PGF_04563108",,395,,"Type I restriction-modification system, specificity subunit S",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.742",,,"PATRIC.313590.8.CP009301.CDS.826496.826876.fwd","PATRIC","CDS",826496,826876,381,"+","FIG00002122","PLF_326319_00000998","PGF_02690675",,126,,"RidA/YER057c/UK114 superfamily protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.743",,,"PATRIC.313590.8.CP009301.CDS.826891.827895.rev","PATRIC","CDS",826891,827895,1005,"-","FIG00106663","PLF_326319_00001255","PGF_03442211",,334,,"DNA polymerase III delta subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.744",,,"PATRIC.313590.8.CP009301.CDS.827932.828375.fwd","PATRIC","CDS",827932,828375,444,"+","FIG00930566","PLF_326319_00001761","PGF_03391126",,147,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.745",,,"PATRIC.313590.8.CP009301.CDS.828439.829428.fwd","PATRIC","CDS",828439,829428,990,"+","FIG00007960","PLF_326319_00001283","PGF_04305571",,329,,"Glycosyltransferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.746",,,"PATRIC.313590.8.CP009301.CDS.829512.830375.fwd","PATRIC","CDS",829512,830375,864,"+","FIG00025360","PLF_326319_00000704","PGF_08159256",,287,,"OmpA domain protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.747",,,"PATRIC.313590.8.CP009301.CDS.830617.831378.fwd","PATRIC","CDS",830617,831378,762,"+","FIG00638284","PLF_326319_00007233","PGF_01526681",,253,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.748",,,"PATRIC.313590.8.CP009301.CDS.831464.832081.rev","PATRIC","CDS",831464,832081,618,"-",,"PLF_326319_00001329","PGF_00054323",,205,,"YciO protein, TsaC/YrdC paralog",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.749",,,"PATRIC.313590.8.CP009301.CDS.832156.832371.rev","PATRIC","CDS",832156,832371,216,"-","FIG00638284","PLF_326319_00002191","PGF_07036645",,71,,"Uncharacterized protein RD1_2467",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.750",,,"PATRIC.313590.8.CP009301.CDS.832478.833401.fwd","PATRIC","CDS",832478,833401,924,"+","FIG01320296","PLF_326319_00000406","PGF_10554853",,307,,"Lipase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.751",,,"PATRIC.313590.8.CP009301.CDS.833485.835821.rev","PATRIC","CDS",833485,835821,2337,"-","FIG00000372","PLF_326319_00000577","PGF_10471233",,778,,"ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.752",,,"PATRIC.313590.8.CP009301.CDS.836099.836653.fwd","PATRIC","CDS",836099,836653,555,"+","FIG00638284","PLF_326319_00002900","PGF_00098076",,184,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.753",,,"PATRIC.313590.8.CP009301.CDS.836669.838363.fwd","PATRIC","CDS",836669,838363,1695,"+","FIG00005992","PLF_326319_00002664","PGF_02890229",,564,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)","GO:0003840|gamma-glutamyltransferase activity;GO:0036374|glutathione hydrolase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.76",,,"PATRIC.313590.8.CP009301.CDS.83699.85333.rev","PATRIC","CDS",83699,85333,1635,"-","FIG00000477","PLF_326319_00002447","PGF_03084064",,544,,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)","GO:0009007|site-specific DNA-methyltransferase (adenine-specific) activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.754",,,"PATRIC.313590.8.CP009301.CDS.838437.838562.rev","PATRIC","CDS",838437,838562,126,"-",,"PLF_326319_00002760","PGF_01526948",,41,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.755",,,"PATRIC.313590.8.CP009301.CDS.838568.838951.fwd","PATRIC","CDS",838568,838951,384,"+","FIG00638284","PLF_326319_00001760","PGF_04304158",,127,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.756",,,"PATRIC.313590.8.CP009301.CDS.839092.839940.fwd","PATRIC","CDS",839092,839940,849,"+","FIG01165868","PLF_326319_00002899","PGF_00022414",,282,,"Modification methylase MjaIII (EC 2.1.1.72)","GO:0009007|site-specific DNA-methyltransferase (adenine-specific) activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.757",,,"PATRIC.313590.8.CP009301.CDS.840395.841510.fwd","PATRIC","CDS",840395,841510,1116,"+","FIG00638284","PLF_326319_00002898","PGF_08225224",,371,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.758",,,"PATRIC.313590.8.CP009301.CDS.841711.842472.fwd","PATRIC","CDS",841711,842472,762,"+","FIG01657453","PLF_326319_00002897","PGF_00723627",,253,,"Intracellular protease",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.759",,,"PATRIC.313590.8.CP009301.CDS.842493.842648.fwd","PATRIC","CDS",842493,842648,156,"+",,"PLF_326319_00002628","PGF_01526885",,51,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.760",,,"PATRIC.313590.8.CP009301.CDS.842761.843177.fwd","PATRIC","CDS",842761,843177,417,"+","FIG00638284","PLF_326319_00002896","PGF_01527045",,138,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.761",,,"PATRIC.313590.8.CP009301.CDS.843210.843683.fwd","PATRIC","CDS",843210,843683,474,"+",,"PLF_326319_00002628","PGF_01526885",,157,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.762",,,"PATRIC.313590.8.CP009301.CDS.844008.845414.fwd","PATRIC","CDS",844008,845414,1407,"+","FIG01870010","PLF_326319_00006777","PGF_08225224",,468,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.763",,,"PATRIC.313590.8.CP009301.CDS.845606.846436.fwd","PATRIC","CDS",845606,846436,831,"+","FIG01831465","PLF_326319_00002500","PGF_00205924",,276,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.764",,,"PATRIC.313590.8.CP009301.CDS.846531.847631.fwd","PATRIC","CDS",846531,847631,1101,"+","FIG01321652","PLF_326319_00001362","PGF_01526510",,366,,"Sensor histidine kinase/response regulator",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.765",,,"PATRIC.313590.8.CP009301.CDS.847705.851130.rev","PATRIC","CDS",847705,851130,3426,"-","FIG00084998","PLF_326319_00000489","PGF_00070068",,1141,,"B12 binding domain / kinase domain / Methylmalonyl-CoA mutase (EC 5.4.99.2)","GO:0004494|methylmalonyl-CoA mutase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.766",,,"PATRIC.313590.8.CP009301.CDS.851274.852128.fwd","PATRIC","CDS",851274,852128,855,"+","FIG00000507","PLF_326319_00000106","PGF_00006320",,284,,"Formyltetrahydrofolate deformylase (EC 3.5.1.10)","GO:0008864|formyltetrahydrofolate deformylase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.767",,,"PATRIC.313590.8.CP009301.CDS.852210.852920.fwd","PATRIC","CDS",852210,852920,711,"+","FIG00638284","PLF_326319_00002053","PGF_08225224",,236,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.768",,,"PATRIC.313590.8.CP009301.CDS.853035.853205.fwd","PATRIC","CDS",853035,853205,171,"+","FIG00638284","PLF_326319_00002499","PGF_01526803",,56,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.769",,,"PATRIC.313590.8.CP009301.CDS.853194.853985.rev","PATRIC","CDS",853194,853985,792,"-","FIG01331222","PLF_326319_00000316","PGF_00007033",,263,,"ABC-type Fe3+-hydroxamate transport system, periplasmic component",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.770",,,"PATRIC.313590.8.CP009301.CDS.853988.854809.rev","PATRIC","CDS",853988,854809,822,"-","FIG00000173","PLF_326319_00000711","PGF_06461498",,273,,"Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)","GO:0004590|orotidine-5'-phosphate decarboxylase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.77",,,"PATRIC.313590.8.CP009301.CDS.85420.86301.rev","PATRIC","CDS",85420,86301,882,"-","FIG00638284","PLF_326319_00002953","PGF_01527074",,293,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.771",,,"PATRIC.313590.8.CP009301.CDS.854817.855896.rev","PATRIC","CDS",854817,855896,1080,"-","FIG00000188","PLF_326319_00000758","PGF_00030640",,359,,"Peptide chain release factor 1","GO:0003747|translation release factor activity;GO:0006415|translational termination"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.772",,,"PATRIC.313590.8.CP009301.CDS.856003.856728.rev","PATRIC","CDS",856003,856728,726,"-","FIG00638284","PLF_326319_00002052","PGF_01526680",,241,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.773",,,"PATRIC.313590.8.CP009301.CDS.856873.858054.rev","PATRIC","CDS",856873,858054,1182,"-","FIG00000222","PLF_326319_00000805","PGF_00033954",,393,,"Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)","GO:0004641|phosphoribosylformylglycinamidine cyclo-ligase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.774",,,"PATRIC.313590.8.CP009301.CDS.858408.861716.fwd","PATRIC","CDS",858408,861716,3309,"+","FIG00638284","PLF_326319_00001758","PGF_01526563",,1102,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.775",,,"PATRIC.313590.8.CP009301.CDS.861877.862395.fwd","PATRIC","CDS",861877,862395,519,"+","FIG00638284","PLF_326319_00002726","PGF_01526927",,172,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.776",,,"PATRIC.313590.8.CP009301.CDS.862536.862649.rev","PATRIC","CDS",862536,862649,114,"-",,"PLF_326319_00003842","PGF_01527693",,37,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.777",,,"PATRIC.313590.8.CP009301.CDS.862768.863826.fwd","PATRIC","CDS",862768,863826,1059,"+","FIG00510130","PLF_326319_00002434","PGF_10567422",,352,,"Transcriptional regulator, AraC family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.78",,,"PATRIC.313590.8.CP009301.CDS.86294.88795.rev","PATRIC","CDS",86294,88795,2502,"-","FIG00638284","PLF_326319_00002952","PGF_01527073",,833,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.778",,,"PATRIC.313590.8.CP009301.CDS.863962.865032.fwd","PATRIC","CDS",863962,865032,1071,"+",,"PLF_326319_00002625","PGF_00723627",,356,,"Intracellular protease",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.779",,,"PATRIC.313590.8.CP009301.CDS.865228.866733.rev","PATRIC","CDS",865228,866733,1506,"-","FIG00653430","PLF_326319_00002498","PGF_08225224",,501,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.780",,,"PATRIC.313590.8.CP009301.CDS.866739.868136.rev","PATRIC","CDS",866739,868136,1398,"-","FIG00005250","PLF_326319_00000168","PGF_00419814",,465,,"Curli production assembly/transport component CsgG",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.781",,,"PATRIC.313590.8.CP009301.CDS.868145.868552.rev","PATRIC","CDS",868145,868552,408,"-","FIG00004879","PLF_326319_00001117","PGF_00419810",,135,,"Curli production assembly/transport component CsgF",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.782",,,"PATRIC.313590.8.CP009301.CDS.868566.869327.rev","PATRIC","CDS",868566,869327,762,"-","FIG00649180","PLF_326319_00002567","PGF_01526847",,253,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.783",,,"PATRIC.313590.8.CP009301.CDS.869359.869814.rev","PATRIC","CDS",869359,869814,456,"-","FIG00638284","PLF_326319_00002566","PGF_01526846",,151,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.784",,,"PATRIC.313590.8.CP009301.CDS.869973.871499.rev","PATRIC","CDS",869973,871499,1527,"-","FIG00638284","PLF_326319_00002564","PGF_08225224",,508,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.785",,,"PATRIC.313590.8.CP009301.CDS.872180.874432.rev","PATRIC","CDS",872180,874432,2253,"-","FIG00638284","PLF_326319_00002563","PGF_08225224",,750,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.786",,,"PATRIC.313590.8.CP009301.CDS.874784.876967.rev","PATRIC","CDS",874784,876967,2184,"-","FIG00132839","PLF_326319_00001174","PGF_00008261",,727,,"Glutamine synthetase type III, GlnN (EC 6.3.1.2)","GO:0004356|glutamate-ammonia ligase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.787",,,"PATRIC.313590.8.CP009301.CDS.877280.878290.fwd","PATRIC","CDS",877280,878290,1011,"+","FIG00078081","PLF_326319_00000132","PGF_00008260",,336,,"Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)","GO:0004356|glutamate-ammonia ligase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.788",,,"PATRIC.313590.8.CP009301.CDS.878309.878425.fwd","PATRIC","CDS",878309,878425,117,"+",,"PLF_326319_00000009","PGF_01527731",,38,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.789",,,"PATRIC.313590.8.CP009301.CDS.878516.879463.rev","PATRIC","CDS",878516,879463,948,"-","FIG01286118","PLF_326319_00001400","PGF_00053417",,315,,"Sodium/calcium exchanger",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.790",,,"PATRIC.313590.8.CP009301.CDS.879679.881889.fwd","PATRIC","CDS",879679,881889,2211,"+","FIG01258918","PLF_326319_00001291","PGF_00010349",,736,,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II","GO:0008893|guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity;GO:0008728|GTP diphosphokinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.791",,,"PATRIC.313590.8.CP009301.CDS.881919.882374.fwd","PATRIC","CDS",881919,882374,456,"+","FIG00132630","PLF_326319_00000067","PGF_00004541",,151,,"Ferric uptake regulation protein FUR","GO:0003700|transcription factor activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.792",,,"PATRIC.313590.8.CP009301.CDS.882382.883656.fwd","PATRIC","CDS",882382,883656,1275,"+","FIG00000107","PLF_326319_00001211","PGF_06935032",,424,,"Adenylosuccinate synthetase (EC 6.3.4.4)","GO:0004019|adenylosuccinate synthase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.793",,,"PATRIC.313590.8.CP009301.CDS.883828.885663.fwd","PATRIC","CDS",883828,885663,1836,"+","FIG00551971","PLF_326319_00002050","PGF_03029844",,611,,"Lipopolysaccharide export system protein LptA",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.794",,,"PATRIC.313590.8.CP009301.CDS.885838.886533.fwd","PATRIC","CDS",885838,886533,696,"+","FIG00013475","PLF_326319_00002049","PGF_08225224",,231,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.795",,,"PATRIC.313590.8.CP009301.CDS.886622.887581.rev","PATRIC","CDS",886622,887581,960,"-","FIG00008294","PLF_326319_00000460","PGF_08109371",,319,,"Membrane-bound lytic murein transglycosylase D",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.796",,,"PATRIC.313590.8.CP009301.CDS.887605.888240.rev","PATRIC","CDS",887605,888240,636,"-","FIG01475344","PLF_326319_00000090","PGF_00419397",,211,,"Conserved hyperthetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.4",,,"PATRIC.313590.8.CP009301.CDS.8879.9397.fwd","PATRIC","CDS",8879,9397,519,"+","FIG00001616","PLF_326319_00000060","PGF_00015735",,172,,"Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)","GO:0004452|isopentenyl-diphosphate delta-isomerase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.797",,,"PATRIC.313590.8.CP009301.CDS.888459.888758.fwd","PATRIC","CDS",888459,888758,300,"+","FIG00653203","PLF_326319_00002190","PGF_01718042",,99,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.79",,,"PATRIC.313590.8.CP009301.CDS.88855.89217.rev","PATRIC","CDS",88855,89217,363,"-",,"PLF_326319_00002720","PGF_01526921",,120,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.798",,,"PATRIC.313590.8.CP009301.CDS.888855.889511.fwd","PATRIC","CDS",888855,889511,657,"+","FIG00638284","PLF_326319_00001757","PGF_00222031",,218,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.799",,,"PATRIC.313590.8.CP009301.CDS.889598.891622.rev","PATRIC","CDS",889598,891622,2025,"-","FIG00552544","PLF_326319_00000023","PGF_05667359",,674,,"Outer membrane lipoprotein omp16 precursor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.800",,,"PATRIC.313590.8.CP009301.CDS.891624.892544.rev","PATRIC","CDS",891624,892544,921,"-","FIG00638284","PLF_326319_00001756","PGF_04281750",,306,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.80",,,"PATRIC.313590.8.CP009301.CDS.89226.90509.rev","PATRIC","CDS",89226,90509,1284,"-","FIG00638284","PLF_326319_00002719","PGF_08225224",,427,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.801",,,"PATRIC.313590.8.CP009301.CDS.892560.896387.rev","PATRIC","CDS",892560,896387,3828,"-","FIG00584409","PLF_326319_00002257","PGF_01526754",,1275,,"putative RTX toxin",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.802",,,"PATRIC.313590.8.CP009301.CDS.896446.896583.fwd","PATRIC","CDS",896446,896583,138,"+",,"PLF_326319_00002895","PGF_01527044",,45,,"hypothetical protein",
