Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1996","MED134_02860","VBIDokDon50125_1996","PATRIC.313590.6.NZ_CH672389.CDS.620753.622060.fwd","PATRIC","CDS",620753,622060,1308,"+","FIG00773824","PLF_326319_00000456","PGF_00941265","ZP_01050502.1",435,,"Uncharacterized MFS-type transporter",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1997","MED134_02865","VBIDokDon50125_1997","PATRIC.313590.6.NZ_CH672389.CDS.622175.622609.fwd","PATRIC","CDS",622175,622609,435,"+","FIG00000518","PLF_326319_00000548","PGF_01171887","ZP_01050503.1",144,,"Large-conductance mechanosensitive channel","GO:0005216|ion channel activity;GO:0006810|transport;GO:0016020|membrane"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1998","MED134_02870","VBIDokDon50125_1998","PATRIC.313590.6.NZ_CH672389.CDS.622674.623222.fwd","PATRIC","CDS",622674,623222,549,"+","FIG00638284","PLF_326319_00002596","PGF_08225224","ZP_01050504.1",182,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1999","MED134_02875","VBIDokDon50125_1999","PATRIC.313590.6.NZ_CH672389.CDS.623379.624218.fwd","PATRIC","CDS",623379,624218,840,"+","FIG00638284","PLF_326319_00002035","PGF_01526674","ZP_01050505.1",279,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2000","MED134_02880","VBIDokDon50125_2000","PATRIC.313590.6.NZ_CH672389.CDS.624280.625005.rev","PATRIC","CDS",624280,625005,726,"-","FIG00947911","PLF_326319_00002270","PGF_00407996","ZP_01050506.1",241,,"putative lipoprotein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2001","MED134_02885","VBIDokDon50125_2001","PATRIC.313590.6.NZ_CH672389.CDS.625033.626070.rev","PATRIC","CDS",625033,626070,1038,"-","FIG00653664","PLF_326319_00001750","PGF_08225224","ZP_01050507.1",345,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2002","MED134_02890","VBIDokDon50125_2002","PATRIC.313590.6.NZ_CH672389.CDS.626146.626706.rev","PATRIC","CDS",626146,626706,561,"-","FIG00649225","PLF_326319_00002036","PGF_12766730","ZP_01050508.1",186,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2003","MED134_02895","VBIDokDon50125_2003","PATRIC.313590.6.NZ_CH672389.CDS.626675.627139.rev","PATRIC","CDS",626675,627139,465,"-","FIG00937790","PLF_326319_00000088","PGF_08170083","ZP_01050509.1",154,,"DNA-directed RNA polymerase specialized sigma subunits, sigma24 homologs",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1494","MED134_00290","VBIDokDon50125_1494","PATRIC.313590.6.NZ_CH672389.CDS.62678.63772.rev","PATRIC","CDS",62678,63772,1095,"-","FIG00649462","PLF_326319_00001719","PGF_08225224","ZP_01049996.1",364,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2004","MED134_02900","VBIDokDon50125_2004","PATRIC.313590.6.NZ_CH672389.CDS.627599.630049.fwd","PATRIC","CDS",627599,630049,2451,"+","FIG00132617","PLF_326319_00000578","PGF_04438983","ZP_01050510.1",816,,"ATP-dependent protease La (EC 3.4.21.53) Type I",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2005","MED134_02905","VBIDokDon50125_2005","PATRIC.313590.6.NZ_CH672389.CDS.630253.631272.fwd","PATRIC","CDS",630253,631272,1020,"+","FIG00937434","PLF_326319_00002250","PGF_00400687","ZP_01050511.1",339,,"low affinity penicillin binding protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2006","MED134_02910","VBIDokDon50125_2006","PATRIC.313590.6.NZ_CH672389.CDS.631620.632207.fwd","PATRIC","CDS",631620,632207,588,"+","FIG00041008","PLF_326319_00000198","PGF_02455692","ZP_01050512.1",195,,"Cytidylate kinase (EC 2.7.4.25)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2007","MED134_02915","VBIDokDon50125_2007","PATRIC.313590.6.NZ_CH672389.CDS.632207.632611.fwd","PATRIC","CDS",632207,632611,405,"+","FIG00638284","PLF_326319_00002161","PGF_00183579","ZP_01050513.1",134,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2008","MED134_02920","VBIDokDon50125_2008","PATRIC.313590.6.NZ_CH672389.CDS.632645.632944.rev","PATRIC","CDS",632645,632944,300,"-","FIG00638284","PLF_326319_00002037","PGF_01526676","ZP_01050514.1",99,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2009","MED134_02925","VBIDokDon50125_2009","PATRIC.313590.6.NZ_CH672389.CDS.633403.634449.fwd","PATRIC","CDS",633403,634449,1047,"+","FIG00638284","PLF_326319_00002038","PGF_08225224","ZP_01050515.1",348,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2010","MED134_02930","VBIDokDon50125_2010","PATRIC.313590.6.NZ_CH672389.CDS.634586.635311.rev","PATRIC","CDS",634586,635311,726,"-","FIG01303887","PLF_326319_00000479","PGF_05767868","ZP_01050516.1",241,,"Probable transcriptional regulatory protein YebC",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2011","MED134_02935","VBIDokDon50125_2011","PATRIC.313590.6.NZ_CH672389.CDS.635458.635739.rev","PATRIC","CDS",635458,635739,282,"-","FIG00004933","PLF_326319_00000872","PGF_00645046","ZP_01050517.1",93,,"Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)","GO:0008124|4-alpha-hydroxytetrahydrobiopterin dehydratase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2012","MED134_02940","VBIDokDon50125_2012","PATRIC.313590.6.NZ_CH672389.CDS.635829.636464.rev","PATRIC","CDS",635829,636464,636,"-","FIG01385072","PLF_326319_00002884","PGF_00060333","ZP_01050518.1",211,,"Transglutaminase-like domain",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2013","MED134_02945","VBIDokDon50125_2013","PATRIC.313590.6.NZ_CH672389.CDS.636527.636730.rev","PATRIC","CDS",636527,636730,204,"-",,"PLF_326319_00002561","PGF_01526845","ZP_01050519.1",67,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2014","MED134_02950","VBIDokDon50125_2014","PATRIC.313590.6.NZ_CH672389.CDS.637234.639066.fwd","PATRIC","CDS",637234,639066,1833,"+","FIG00000210","PLF_326319_00001021","PGF_09939762","ZP_01050520.1",610,,"SSU ribosomal protein S1p","GO:0003723|RNA binding"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1495",,"VBIDokDon50125_1495","PATRIC.313590.6.NZ_CH672389.CDS.63792.63923.fwd","PATRIC","CDS",63792,63923,132,"+",,"PLF_326319_00003096","PGF_01527150",,43,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2015","MED134_02955","VBIDokDon50125_2015","PATRIC.313590.6.NZ_CH672389.CDS.639237.639761.fwd","PATRIC","CDS",639237,639761,525,"+","FIG00638284","PLF_326319_00003857","PGF_08225224","ZP_01050521.1",174,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2016","MED134_02960","VBIDokDon50125_2016","PATRIC.313590.6.NZ_CH672389.CDS.639852.640892.rev","PATRIC","CDS",639852,640892,1041,"-","FIG01735908","PLF_326319_00002364","PGF_01526766","ZP_01050522.1",346,,"CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase family protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2017","MED134_02965","VBIDokDon50125_2017","PATRIC.313590.6.NZ_CH672389.CDS.640893.641474.rev","PATRIC","CDS",640893,641474,582,"-","FIG01371138","PLF_326319_00002452","PGF_00063991","ZP_01050523.1",193,,"UDP-N-acetylglucosamine pyrophosphorylase related protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2018","MED134_02970","VBIDokDon50125_2018","PATRIC.313590.6.NZ_CH672389.CDS.641573.643387.rev","PATRIC","CDS",641573,643387,1815,"-","FIG00454917","PLF_326319_00002415","PGF_08068243","ZP_01050524.1",604,,"Glycosyl transferase, family 2",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2019","MED134_02975","VBIDokDon50125_2019","PATRIC.313590.6.NZ_CH672389.CDS.643426.644241.rev","PATRIC","CDS",643426,644241,816,"-","FIG00000908","PLF_326319_00001180","PGF_00020172","ZP_01050525.1",271,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","GO:0008666|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1496","MED134_00295","VBIDokDon50125_1496","PATRIC.313590.6.NZ_CH672389.CDS.64345.65691.fwd","PATRIC","CDS",64345,65691,1347,"+","FIG00001337","PLF_326319_00000655","PGF_03974059","ZP_01049997.1",448,,"Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.8)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2020","MED134_02980","VBIDokDon50125_2020","PATRIC.313590.6.NZ_CH672389.CDS.644508.644918.fwd","PATRIC","CDS",644508,644918,411,"+","FIG00010099","PLF_326319_00000876","PGF_10488938","ZP_01050526.1",136,,"Putative pre-16S rRNA nuclease YqgF",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2021","MED134_02985","VBIDokDon50125_2021","PATRIC.313590.6.NZ_CH672389.CDS.644921.645511.fwd","PATRIC","CDS",644921,645511,591,"+","FIG00000017","PLF_326319_00000762","PGF_00030655","ZP_01050527.1",196,"def","Peptide deformylase (EC 3.5.1.88)","GO:0042586|peptide deformylase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2022","MED134_02990","VBIDokDon50125_2022","PATRIC.313590.6.NZ_CH672389.CDS.645585.645998.fwd","PATRIC","CDS",645585,645998,414,"+","FIG00930736","PLF_326319_00002225","PGF_08225224","ZP_01050528.1",137,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2023","MED134_02995","VBIDokDon50125_2023","PATRIC.313590.6.NZ_CH672389.CDS.646130.646906.fwd","PATRIC","CDS",646130,646906,777,"+","FIG00002974","PLF_326319_00000690","PGF_10414515","ZP_01050529.1",258,,"Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2024","MED134_03000","VBIDokDon50125_2024","PATRIC.313590.6.NZ_CH672389.CDS.647038.648489.fwd","PATRIC","CDS",647038,648489,1452,"+","FIG00638284","PLF_326319_00000903","PGF_01059856","ZP_01050530.1",483,,"Putative outer membrane protein, probably involved in nutrient binding",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2025","MED134_03005","VBIDokDon50125_2025","PATRIC.313590.6.NZ_CH672389.CDS.648550.648771.rev","PATRIC","CDS",648550,648771,222,"-","FIG00638284","PLF_326319_00002039","PGF_02974133","ZP_01050531.1",73,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2026","MED134_03010","VBIDokDon50125_2026","PATRIC.313590.6.NZ_CH672389.CDS.648792.650180.rev","PATRIC","CDS",648792,650180,1389,"-","FIG00638284","PLF_326319_00001751","PGF_00099750","ZP_01050532.1",462,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2027","MED134_03015","VBIDokDon50125_2027","PATRIC.313590.6.NZ_CH672389.CDS.650621.651829.fwd","PATRIC","CDS",650621,651829,1209,"+","FIG00341164","PLF_326319_00000745","PGF_01174807","ZP_01050533.1",402,,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2028","MED134_03020","VBIDokDon50125_2028","PATRIC.313590.6.NZ_CH672389.CDS.651958.653619.fwd","PATRIC","CDS",651958,653619,1662,"+","FIG01956052","PLF_326319_00001197","PGF_02059020","ZP_01050534.1",553,,"Energy-dependent translational throttle protein EttA",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2029","MED134_03025","VBIDokDon50125_2029","PATRIC.313590.6.NZ_CH672389.CDS.653964.655499.rev","PATRIC","CDS",653964,655499,1536,"-","FIG00722443","PLF_326319_00002402","PGF_00050728","ZP_01050535.1",511,,"Amidohydrolase family enzyme",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2030","MED134_03030","VBIDokDon50125_2030","PATRIC.313590.6.NZ_CH672389.CDS.655535.658072.rev","PATRIC","CDS",655535,658072,2538,"-","FIG01371700","PLF_326319_00001358","PGF_00050214","ZP_01050536.1",845,,"Secreted protein containing N-terminal Zinc-dependent carboxypeptidase related domain",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1497","MED134_00300","VBIDokDon50125_1497","PATRIC.313590.6.NZ_CH672389.CDS.65695.66903.fwd","PATRIC","CDS",65695,66903,1209,"+","FIG00033847","PLF_326319_00000656","PGF_00025185","ZP_01049998.1",402,,"Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.8)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2031","MED134_03035","VBIDokDon50125_2031","PATRIC.313590.6.NZ_CH672389.CDS.658285.659571.fwd","PATRIC","CDS",658285,659571,1287,"+","FIG00638284","PLF_326319_00001752","PGF_08225224","ZP_01050537.1",428,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2032","MED134_03040","VBIDokDon50125_2032","PATRIC.313590.6.NZ_CH672389.CDS.659558.659677.rev","PATRIC","CDS",659558,659677,120,"-",,"PLF_326319_00002497","PGF_01526802","ZP_01050538.1",39,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2033","MED134_03045","VBIDokDon50125_2033","PATRIC.313590.6.NZ_CH672389.CDS.660254.661642.fwd","PATRIC","CDS",660254,661642,1389,"+","FIG00774028","PLF_326319_00001434","PGF_00055460","ZP_01050539.1",462,,"TPR domain protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2034","MED134_03050","VBIDokDon50125_2034","PATRIC.313590.6.NZ_CH672389.CDS.661772.662695.fwd","PATRIC","CDS",661772,662695,924,"+","FIG01956050","PLF_326319_00000191","PGF_03822868","ZP_01050540.1",307,,"Integral membrane protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2035","MED134_03055","VBIDokDon50125_2035","PATRIC.313590.6.NZ_CH672389.CDS.662685.663707.fwd","PATRIC","CDS",662685,663707,1023,"+","FIG01956050","PLF_326319_00000241","PGF_03822868","ZP_01050541.1",340,,"Integral membrane protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2036","MED134_03060","VBIDokDon50125_2036","PATRIC.313590.6.NZ_CH672389.CDS.663679.664467.fwd","PATRIC","CDS",663679,664467,789,"+","FIG00000022","PLF_326319_00001378","PGF_08181546","ZP_01050542.1",262,,"Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2037","MED134_03065","VBIDokDon50125_2037","PATRIC.313590.6.NZ_CH672389.CDS.664535.666610.fwd","PATRIC","CDS",664535,666610,2076,"+","FIG00930607","PLF_326319_00002040","PGF_08225224","ZP_01050543.1",691,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2038","MED134_03070","VBIDokDon50125_2038","PATRIC.313590.6.NZ_CH672389.CDS.667066.667584.fwd","PATRIC","CDS",667066,667584,519,"+","FIG00638284","PLF_326319_00002041","PGF_08225224","ZP_01050544.1",172,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2039","MED134_03075","VBIDokDon50125_2039","PATRIC.313590.6.NZ_CH672389.CDS.667581.668330.rev","PATRIC","CDS",667581,668330,750,"-","FIG00652014","PLF_326319_00002042","PGF_03077200","ZP_01050545.1",249,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2040","MED134_03080","VBIDokDon50125_2040","PATRIC.313590.6.NZ_CH672389.CDS.668504.668965.fwd","PATRIC","CDS",668504,668965,462,"+","FIG00000194","PLF_326319_00002311","PGF_00413554","ZP_01050546.1",153,,"tmRNA-binding protein SmpB",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2041","MED134_03085","VBIDokDon50125_2041","PATRIC.313590.6.NZ_CH672389.CDS.669045.669779.fwd","PATRIC","CDS",669045,669779,735,"+","FIG00638284","PLF_326319_00001919","PGF_07425386","ZP_01050547.1",244,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1498","MED134_00305","VBIDokDon50125_1498","PATRIC.313590.6.NZ_CH672389.CDS.66906.67652.fwd","PATRIC","CDS",66906,67652,747,"+","FIG00036997","PLF_326319_00000657","PGF_00025187","ZP_01049999.1",248,,"Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.8)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2042","MED134_03090","VBIDokDon50125_2042","PATRIC.313590.6.NZ_CH672389.CDS.669879.672284.fwd","PATRIC","CDS",669879,672284,2406,"+","FIG00638284","PLF_326319_00002043","PGF_08225224","ZP_01050548.1",801,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2043","MED134_03095","VBIDokDon50125_2043","PATRIC.313590.6.NZ_CH672389.CDS.672286.673671.rev","PATRIC","CDS",672286,673671,1386,"-","FIG00638284","PLF_326319_00001753","PGF_07112341","ZP_01050549.1",461,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2044",,"VBIDokDon50125_2044","PATRIC.313590.6.NZ_CH672389.CDS.673685.673828.fwd","PATRIC","CDS",673685,673828,144,"+",,"PLF_326319_00003101","PGF_01527155",,47,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2045","MED134_03100","VBIDokDon50125_2045","PATRIC.313590.6.NZ_CH672389.CDS.673882.674625.rev","PATRIC","CDS",673882,674625,744,"-","FIG00638284","PLF_326319_00002044","PGF_08225224","ZP_01050550.1",247,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2046","MED134_03105","VBIDokDon50125_2046","PATRIC.313590.6.NZ_CH672389.CDS.674717.675778.rev","PATRIC","CDS",674717,675778,1062,"-","FIG01445585","PLF_326319_00000181","PGF_00895159","ZP_01050551.1",353,,"Glutamine cyclotransferase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2047","MED134_03110","VBIDokDon50125_2047","PATRIC.313590.6.NZ_CH672389.CDS.676129.677265.rev","PATRIC","CDS",676129,677265,1137,"-","FIG00000378","PLF_326319_00001057","PGF_00416674","ZP_01050552.1",378,,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)","GO:0003935|GTP cyclohydrolase II activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1499","MED134_00310","VBIDokDon50125_1499","PATRIC.313590.6.NZ_CH672389.CDS.67652.68299.fwd","PATRIC","CDS",67652,68299,648,"+","FIG00002053","PLF_326319_00000658","PGF_00025188","ZP_01050000.1",215,,"Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.8)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2048","MED134_03115","VBIDokDon50125_2048","PATRIC.313590.6.NZ_CH672389.CDS.677340.678929.rev","PATRIC","CDS",677340,678929,1590,"-","FIG01288841","PLF_326319_00002274","PGF_09269788","ZP_01050553.1",529,,"Lipopolysaccharide export system permease protein LptF",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2049","MED134_03120","VBIDokDon50125_2049","PATRIC.313590.6.NZ_CH672389.CDS.679062.679505.rev","PATRIC","CDS",679062,679505,444,"-","FIG00650101","PLF_326319_00001754","PGF_07004592","ZP_01050554.1",147,,"Outer membrane lipoprotein carrier protein LolA",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2050",,"VBIDokDon50125_2050","PATRIC.313590.6.NZ_CH672389.CDS.679731.682106.rev","PATRIC","CDS",679731,682106,2376,"-","FIG00000287","PLF_326319_00001130","PGF_08155727",,792,,"DNA translocase FtsK",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2051","MED134_03144","VBIDokDon50125_2051","PATRIC.313590.6.NZ_CH672389.CDS.682282.682644.rev","PATRIC","CDS",682282,682644,363,"-","FIG00229216","PLF_326319_00000176","PGF_08331244","ZP_01050767.1",120,,"Diacylglycerol kinase (EC 2.7.1.107)","GO:0004143|diacylglycerol kinase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2052","MED134_03149","VBIDokDon50125_2052","PATRIC.313590.6.NZ_CH672389.CDS.682751.683296.rev","PATRIC","CDS",682751,683296,546,"-","FIG00002857","PLF_326319_00001457","PGF_00413533","ZP_01050768.1",181,,"Thiol peroxidase, Tpx-type (EC 1.11.1.15)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2053","MED134_03154","VBIDokDon50125_2053","PATRIC.313590.6.NZ_CH672389.CDS.683416.683673.rev","PATRIC","CDS",683416,683673,258,"-","FIG00654137","PLF_326319_00002204","PGF_08225224","ZP_01050769.1",85,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2054","MED134_03159","VBIDokDon50125_2054","PATRIC.313590.6.NZ_CH672389.CDS.683654.683968.rev","PATRIC","CDS",683654,683968,315,"-","FIG01318274","PLF_326319_00001463","PGF_10345259","ZP_01050770.1",104,,"Thioredoxin",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2055","MED134_03164","VBIDokDon50125_2055","PATRIC.313590.6.NZ_CH672389.CDS.683982.684626.rev","PATRIC","CDS",683982,684626,645,"-","FIG01258694","PLF_326319_00000388","PGF_04681578","ZP_01050771.1",214,,"Alkyl hydroperoxide reductase subunit C-like protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1500","MED134_00315","VBIDokDon50125_1500","PATRIC.313590.6.NZ_CH672389.CDS.68423.69085.fwd","PATRIC","CDS",68423,69085,663,"+","FIG00001289","PLF_326319_00000659","PGF_00025189","ZP_01050001.1",220,,"Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.8)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2056","MED134_03169","VBIDokDon50125_2056","PATRIC.313590.6.NZ_CH672389.CDS.684802.686265.rev","PATRIC","CDS",684802,686265,1464,"-","FIG01365272","PLF_326319_00000662","PGF_00880747","ZP_01050772.1",487,,"Na+/H+ antiporter NhaC",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2057","MED134_03174","VBIDokDon50125_2057","PATRIC.313590.6.NZ_CH672389.CDS.686505.687719.rev","PATRIC","CDS",686505,687719,1215,"-","FIG00000417","PLF_326319_00000693","PGF_04792526","ZP_01050773.1",404,,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)","GO:0003961|O-acetylhomoserine aminocarboxypropyltransferase activity;GO:0003962|cystathionine gamma-synthase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2058","MED134_03179","VBIDokDon50125_2058","PATRIC.313590.6.NZ_CH672389.CDS.687908.688369.fwd","PATRIC","CDS",687908,688369,462,"+","FIG01956023","PLF_326319_00001516","PGF_01424767","ZP_01050774.1",153,,"Transcriptional regulator, AsnC family",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2059","MED134_03184","VBIDokDon50125_2059","PATRIC.313590.6.NZ_CH672389.CDS.688369.689007.fwd","PATRIC","CDS",688369,689007,639,"+","FIG00638284","PLF_326319_00002160","PGF_00294844","ZP_01050775.1",212,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2060","MED134_03189","VBIDokDon50125_2060","PATRIC.313590.6.NZ_CH672389.CDS.689128.690222.fwd","PATRIC","CDS",689128,690222,1095,"+","FIG00638284","PLF_326319_00002885","PGF_01527040","ZP_01050776.1",364,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2061","MED134_03194","VBIDokDon50125_2061","PATRIC.313590.6.NZ_CH672389.CDS.690293.691243.rev","PATRIC","CDS",690293,691243,951,"-","FIG00624891","PLF_326319_00000759","PGF_00696203","ZP_01050777.1",316,,"Peptide chain release factor 2 @ programmed frameshift-containing",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.1501","MED134_00320","VBIDokDon50125_1501","PATRIC.313590.6.NZ_CH672389.CDS.69088.70395.fwd","PATRIC","CDS",69088,70395,1308,"+","FIG00001373","PLF_326319_00000660","PGF_00025190","ZP_01050002.1",435,,"Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.8)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2062","MED134_03199","VBIDokDon50125_2062","PATRIC.313590.6.NZ_CH672389.CDS.691492.692169.rev","PATRIC","CDS",691492,692169,678,"-","FIG00000230","PLF_326319_00002293","PGF_00413208","ZP_01050778.1",225,"trmD","tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)","GO:0052906|tRNA (guanine(37)-N(1))-methyltransferase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672389","fig|313590.6.peg.2063","MED134_03204","VBIDokDon50125_2063","PATRIC.313590.6.NZ_CH672389.CDS.692204.692647.rev","PATRIC","CDS",692204,692647,444,"-","FIG01315364","PLF_326319_00000582","PGF_10519603","ZP_01050779.1",147,,"Acetyltransferase, GNAT family",
