gene_id	gene_name	product	kegg_pathway
MED134_11651	phhA	phenylalanine-4-hydroxylase	00360 Phenylalanine metabolism [PATH:dok00360],00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400],00790 Folate biosynthesis [PATH:dok00790]
MED134_11656	unspecified	hypothetical protein	unspecified
MED134_11661	unspecified	transcription regulator, TetR family	unspecified
MED134_11666	paaK	phenylacetate-CoA oxygenase/reductase, PaaK subunit	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11671	paaA	phenylacetate-CoA oxygenase, PaaA subunit	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11676	paaB1	phenylacetate-CoA oxygenase, PaaB subunit	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11681	paaI	phenylacetate-CoA oxygenase, PaaI subunit	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11686	paaJ	phenylacetate-CoA oxygenase, PaaJ subunit	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11691	paaB3	phenylacetate degradation probable enoyl-CoA hydratase paaB	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11696	unspecified	3-hydroxyacyl-CoA dehydrogenase PaaC	00650 Butanoate metabolism [PATH:dok00650],00360 Phenylalanine metabolism [PATH:dok00360],00362 Benzoate degradation [PATH:dok00362]
MED134_11701	paaD	phenylacetic acid degradation protein PaaD	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11706	pcaF	beta-ketoadipyl CoA thiolase	00362 Benzoate degradation [PATH:dok00362]
MED134_11711	unspecified	short chain dehydrogenase	unspecified
MED134_11716	paaN	phenylacetic acid degradation protein paaN	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_11721	unspecified	enoyl-CoA hydratase/isomerase family protein	00280 Valine, leucine and isoleucine degradation [PATH:dok00280]
MED134_11726	unspecified	hypothetical protein	unspecified
MED134_11731	paaY	phenylacetic acid degradation protein PaaY	unspecified
MED134_11736	unspecified	transcription regulator, AsnC family	unspecified
MED134_11741	unspecified	pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00310 Lysine degradation [PATH:dok00310],00380 Tryptophan metabolism [PATH:dok00380],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_11746	unspecified	branched-chain amino acid aminotransferase	00270 Cysteine and methionine metabolism [PATH:dok00270],00280 Valine, leucine and isoleucine degradation [PATH:dok00280],00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290],00770 Pantothenate and CoA biosynthesis [PATH:dok00770]
MED134_11751	unspecified	2-oxoisovalerate dehydrogenase, E1 component, alpha and beta subunit	00640 Propanoate metabolism [PATH:dok00640],00280 Valine, leucine and isoleucine degradation [PATH:dok00280],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_11756	unspecified	hypothetical protein	unspecified
MED134_11761	hutU	urocanate hydratase	00340 Histidine metabolism [PATH:dok00340]
MED134_11771	unspecified	hypothetical protein	unspecified
MED134_11776	unspecified	D-cysteine desulfhydrase family protein	00270 Cysteine and methionine metabolism [PATH:dok00270]
MED134_11781	unspecified	N-acetylmuramidase precursor	unspecified
MED134_11786	hemL	glutamate-1-semialdehyde 2,1-aminomutase	00860 Porphyrin metabolism [PATH:dok00860]
MED134_11791	unspecified	hypothetical protein	unspecified
MED134_11796	unspecified	hypothetical protein	unspecified
MED134_11801	unspecified	hypothetical protein	unspecified
MED134_11806	unspecified	hypothetical protein	unspecified
MED134_11811	unspecified	hypothetical protein	unspecified
MED134_11816	unspecified	transcription regulator, AraC family	unspecified
MED134_11821	unspecified	beta-lactamase family protein	unspecified
MED134_11826	unspecified	transglutaminase-like superfamily protein	unspecified
MED134_11831	unspecified	hypothetical protein	unspecified
MED134_11836	lysS	lysyl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_17364	unspecified	putative membrane protein	unspecified
MED134_11846	unspecified	hypothetical protein	unspecified
MED134_11851	lipB	lipoate-protein ligase B	00785 Lipoic acid metabolism [PATH:dok00785]
MED134_11856	unspecified	hypothetical protein	unspecified
MED134_11861	rnhB	ribonuclease HII	03030 DNA replication [PATH:dok03030]
MED134_11866	unspecified	hypothetical protein	unspecified
MED134_11871	unspecified	hypothetical protein	unspecified
MED134_11876	unspecified	hypothetical protein	unspecified
MED134_11881	murQ	N-acetylmuramic acid 6-phosphate etherase	00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]
MED134_11886	unspecified	hypothetical protein	unspecified
MED134_11891	unspecified	hypothetical protein	unspecified
MED134_11896	unspecified	HD superfamily phosphohydrolase	03018 RNA degradation [PATH:dok03018]
MED134_11906	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_11911	argG	argininosuccinate synthase	00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250],00220 Arginine biosynthesis [PATH:dok00220]
MED134_11916	argC	N-acetyl-gamma-glutamyl-phosphate reductase	00220 Arginine biosynthesis [PATH:dok00220]
MED134_11921	proC	pyrroline-5-carboxylate reductase	00330 Arginine and proline metabolism [PATH:dok00330]
MED134_11926	argD3	acetylornithine aminotransferase	00300 Lysine biosynthesis [PATH:dok00300],00220 Arginine biosynthesis [PATH:dok00220]
MED134_11931	argF	ornithine carbamoyltransferase	unspecified
MED134_11936	argB	acetylglutamate kinase	00220 Arginine biosynthesis [PATH:dok00220]
MED134_11941	argE	acetylornithine deacetylase	00220 Arginine biosynthesis [PATH:dok00220]
MED134_11946	argH	argininosuccinate lyase	00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250],00220 Arginine biosynthesis [PATH:dok00220]
MED134_11951	unspecified	hypothetical protein	unspecified
MED134_11956	unspecified	hypothetical protein	unspecified
MED134_11961	leuB	3-isopropylmalate dehydrogenase	00660 C5-Branched dibasic acid metabolism [PATH:dok00660],00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]
MED134_11966	leuD	3-isopropylmalate dehydratase small subunit	00660 C5-Branched dibasic acid metabolism [PATH:dok00660],00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]
MED134_11971	leuC	3-isopropylmalate dehydratase large subunit	00660 C5-Branched dibasic acid metabolism [PATH:dok00660],00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]
MED134_11976	leuA	2-isopropylmalate synthase	00620 Pyruvate metabolism [PATH:dok00620],00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]
MED134_11981	unspecified	hypothetical protein	unspecified
MED134_11986	unspecified	drug/metabolite permease	unspecified
MED134_11991	rluD	ribosomal large subunit pseudouridine synthase D	unspecified
MED134_11996	panB	3-methyl-2-oxobutanoatehydroxymethyltransferase	00770 Pantothenate and CoA biosynthesis [PATH:dok00770]
MED134_12001	unspecified	hypothetical protein	unspecified
MED134_12006	unspecified	hypothetical protein	unspecified
MED134_12011	sdaA	L-serine deaminase	00260 Glycine, serine and threonine metabolism [PATH:dok00260],00270 Cysteine and methionine metabolism [PATH:dok00270]
MED134_12016	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_12021	unspecified	hypothetical protein	unspecified
MED134_12026	galE1	UDP-glucose 4-epimerase	00052 Galactose metabolism [PATH:dok00052],00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]
MED134_12031	unspecified	putative sodium/myo-inositol symporter	unspecified
MED134_12036	glpK	glycerol kinase	00561 Glycerolipid metabolism [PATH:dok00561]
MED134_12041	murF	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanyl ligase	00300 Lysine biosynthesis [PATH:dok00300],00550 Peptidoglycan biosynthesis [PATH:dok00550],01502 Vancomycin resistance [PATH:dok01502]
MED134_12046	gldJ3	gliding motility protein GldJ	unspecified
MED134_12051	unspecified	hypothetical protein	unspecified
MED134_12056	unspecified	hypothetical protein	unspecified
MED134_12061	cdd	cytidine deaminase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_12066	pdhA	pyruvate dehydrogenase E1 component, alpha subunit	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00020 Citrate cycle (TCA cycle) [PATH:dok00020],00620 Pyruvate metabolism [PATH:dok00620],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_12071	pdhC	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00020 Citrate cycle (TCA cycle) [PATH:dok00020],00620 Pyruvate metabolism [PATH:dok00620],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_12076	unspecified	peptidase family M28	unspecified
MED134_12081	unspecified	short chain dehydrogenase	unspecified
MED134_12086	unspecified	putative metallopeptidase (SprT family)	unspecified
MED134_12091	manC	mannose-1-phosphate guanylyltransferase	00051 Fructose and mannose metabolism [PATH:dok00051],00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]
MED134_12096	unspecified	hypothetical protein	unspecified
MED134_12101	unspecified	hypothetical protein	unspecified
MED134_12106	cysA1	sulfate/thiosulfate import ATP-binding protein CysA	02010 ABC transporters [PATH:dok02010]
MED134_12111	unspecified	ABC transporter, permease protein	02010 ABC transporters [PATH:dok02010]
MED134_12116	unspecified	alkaline phosphatase	00730 Thiamine metabolism [PATH:dok00730],00790 Folate biosynthesis [PATH:dok00790],02020 Two-component system [PATH:dok02020]
MED134_12121	unspecified	glycosyl transferase family 2	unspecified
MED134_12126	unspecified	hypothetical protein	unspecified
MED134_12131	fabH5	3-oxoacyl-[acyl-carrier-protein] synthase III	00061 Fatty acid biosynthesis [PATH:dok00061]
MED134_12136	gcvP	glycine dehydrogenase	00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00260 Glycine, serine and threonine metabolism [PATH:dok00260],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_12141	unspecified	hypothetical protein	unspecified
MED134_12146	unspecified	hypothetical protein	unspecified
MED134_12151	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_12156	unspecified	hypothetical protein	unspecified
MED134_12161	unspecified	NAD dependent epimerase/dehydratase family protein	unspecified
MED134_17434	unspecified	putative membrane protein	unspecified
MED134_12166	unspecified	hypothetical protein	unspecified
MED134_12171	unspecified	glycosyl transferase group 1	unspecified
MED134_12176	dcp	peptidyl-dipeptidase	unspecified
MED134_12181	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit	00230 Purine metabolism [PATH:dok00230]
MED134_12186	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit	00230 Purine metabolism [PATH:dok00230]
MED134_12191	adk3	adenylate kinase	00230 Purine metabolism [PATH:dok00230],00730 Thiamine metabolism [PATH:dok00730]
MED134_12196	unspecified	GTP-binding protein	unspecified
MED134_12201	unspecified	hypothetical protein	unspecified
MED134_12206	unspecified	hypothetical protein	unspecified
MED134_12211	vanY	D-alanyl-D-alanine carboxypeptidase	unspecified
MED134_12216	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_12221	unspecified	hypothetical protein	unspecified
MED134_12226	unspecified	hypothetical protein	unspecified
MED134_12231	unspecified	hypothetical protein	unspecified
MED134_12236	unspecified	hypothetical protein	unspecified
MED134_12241	unspecified	hypothetical protein	unspecified
MED134_12246	unspecified	hypothetical protein	unspecified
MED134_12251	unspecified	peptidase family S51	unspecified
MED134_12256	unspecified	hypothetical protein	unspecified
MED134_12261	unspecified	hypothetical protein	unspecified
MED134_12266	unspecified	hypothetical protein	unspecified
MED134_12271	unspecified	hypothetical protein	unspecified
MED134_12276	unspecified	hypothetical protein	unspecified
MED134_12281	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_12286	unspecified	hypothetical protein	unspecified
MED134_12291	unspecified	MarC family integral membrane protein	unspecified
MED134_12296	unspecified	hypothetical protein	unspecified
MED134_12301	radC	DNA repair protein RadC	unspecified
MED134_12306	unspecified	hypothetical protein	unspecified
MED134_12311	unspecified	haloacid dehalogenase-like hydrolase	unspecified
MED134_12316	unspecified	hypothetical protein	unspecified
MED134_17467	unspecified	hypothetical protein	unspecified
MED134_12341	unspecified	hypothetical protein	unspecified
MED134_12346	unspecified	hypothetical protein	unspecified
MED134_12351	unspecified	ATPase family associated with various cellular activities (AAA)	unspecified
MED134_12356	unspecified	rhomboid family protein	unspecified
MED134_12361	unspecified	SpoU rRNA methylase family protein	unspecified
MED134_12366	unspecified	hypothetical protein	unspecified
MED134_12371	unspecified	hypothetical protein	unspecified
MED134_12376	unspecified	hypothetical protein	unspecified
MED134_12381	susC51	TonB dependent/ligand-gated channel	unspecified
MED134_12386	unspecified	hypothetical protein	unspecified
MED134_12391	rpsL	30S ribosomal protein S12	03010 Ribosome [PATH:dok03010]
MED134_12396	rpsG	30S ribosomal protein S7	03010 Ribosome [PATH:dok03010]
MED134_12401	fusA	elongation factor EF-G	unspecified
MED134_12406	rpsJ	30S ribosomal protein S10	03010 Ribosome [PATH:dok03010]
MED134_12411	rplC	50S ribosomal protein L3	03010 Ribosome [PATH:dok03010]
MED134_12416	rplD	50S ribosomal protein L4	03010 Ribosome [PATH:dok03010]
MED134_12421	rplW	50S ribosomal protein L23	03010 Ribosome [PATH:dok03010]
MED134_12426	rplB	50S ribosomal protein L2	03010 Ribosome [PATH:dok03010]
MED134_12431	rpsS	30S ribosomal protein S19	03010 Ribosome [PATH:dok03010]
MED134_12436	rplV	50S ribosomal protein L22	03010 Ribosome [PATH:dok03010]
MED134_12441	rpsC	30S ribosomal protein S3	03010 Ribosome [PATH:dok03010]
MED134_12446	rplP	50S ribosomal protein L16	03010 Ribosome [PATH:dok03010]
MED134_12451	rpmC	50S ribosomal protein L29	03010 Ribosome [PATH:dok03010]
MED134_12456	rpsQ	30S ribosomal protein S17	03010 Ribosome [PATH:dok03010]
MED134_12461	rplN	50S ribosomal protein L14	03010 Ribosome [PATH:dok03010]
MED134_12466	rplX	50S ribosomal protein L24	03010 Ribosome [PATH:dok03010]
MED134_12471	rplE	50S ribosomal protein L5	03010 Ribosome [PATH:dok03010]
MED134_12476	rpsN	30S ribosomal protein S14	03010 Ribosome [PATH:dok03010]
MED134_12481	rpsH	30S ribosomal protein S8	03010 Ribosome [PATH:dok03010]
MED134_12486	rplF	50S ribosomal protein L6	03010 Ribosome [PATH:dok03010]
MED134_12491	rplR	50S ribosomal protein L18	03010 Ribosome [PATH:dok03010]
MED134_12496	rpsE	30S ribosomal protein S5	03010 Ribosome [PATH:dok03010]
MED134_12501	rpmD	50S ribosomal protein L30	03010 Ribosome [PATH:dok03010]
MED134_12506	rplO	50S ribosomal protein L15	03010 Ribosome [PATH:dok03010]
MED134_12511	secY	preprotein translocase SecY subunit	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070],02024 Quorum sensing [PATH:dok02024]
MED134_12516	infA	translation initiation factor IF-1	unspecified
MED134_12526	rpsM	30S ribosomal protein S13	03010 Ribosome [PATH:dok03010]
MED134_12531	rpsK	30S ribosomal protein S11	03010 Ribosome [PATH:dok03010]
MED134_12536	rpsD	30S ribosomal protein S4	03010 Ribosome [PATH:dok03010]
MED134_12541	rpoA	DNA-directed RNA polymerase, alpha subunit	03020 RNA polymerase [PATH:dok03020]
MED134_12546	rplQ	50S ribosomal protein L17	03010 Ribosome [PATH:dok03010]
MED134_12551	unspecified	hypothetical protein	unspecified
MED134_12556	carA	carbamoyl-phosphate synthase small chain	00240 Pyrimidine metabolism [PATH:dok00240],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]
MED134_12561	eno	enolase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00680 Methane metabolism [PATH:dok00680],03018 RNA degradation [PATH:dok03018]
MED134_12576	gltA	citrate synthase	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]
MED134_12581	unspecified	transcription regulator	unspecified
MED134_12586	unspecified	amidinotransferase	unspecified
MED134_12591	unspecified	hypothetical protein	unspecified
MED134_12596	purT	phosphoribosylglycinamide formyltransferase 2	00230 Purine metabolism [PATH:dok00230]
MED134_12601	unspecified	hypothetical protein	unspecified
MED134_12606	unspecified	hypothetical protein	unspecified
MED134_12611	unspecified	hypothetical protein	unspecified
MED134_12616	unspecified	aminotransferase class I and II	00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250],00270 Cysteine and methionine metabolism [PATH:dok00270],00220 Arginine biosynthesis [PATH:dok00220],00330 Arginine and proline metabolism [PATH:dok00330],00350 Tyrosine metabolism [PATH:dok00350],00360 Phenylalanine metabolism [PATH:dok00360],00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400],00401 Novobiocin biosynthesis [PATH:dok00401]
MED134_12621	unspecified	fatty acid desaturase	unspecified
MED134_12626	gidB	glucose inhibited division protein	unspecified
MED134_12631	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_12636	unspecified	hypothetical protein	unspecified
MED134_12641	unspecified	hypothetical protein	unspecified
MED134_12646	dnaG	DNA primase	03030 DNA replication [PATH:dok03030]
MED134_12651	unspecified	two-component system response regulator, LuxR family	unspecified
MED134_12656	nadE	NAD+ synthase	00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
MED134_12661	gldB	gliding motility protein GldB	unspecified
MED134_12666	gldC	gliding motility protein GldC	unspecified
MED134_12671	unspecified	hypothetical protein	unspecified
MED134_12676	unspecified	GTPase of unknown function	unspecified
MED134_12681	unspecified	alpha/beta hydrolase	unspecified
MED134_12686	mraZ	MraZ protein	unspecified
MED134_12691	mraW	S-adenosyl-methyltransferase	unspecified
MED134_12696	unspecified	hypothetical protein	unspecified
MED134_12701	unspecified	penicillin-binding protein	00550 Peptidoglycan biosynthesis [PATH:dok00550],01501 beta-Lactam resistance [PATH:dok01501]
MED134_12706	murE	UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase	00300 Lysine biosynthesis [PATH:dok00300],00550 Peptidoglycan biosynthesis [PATH:dok00550]
MED134_12711	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase	00550 Peptidoglycan biosynthesis [PATH:dok00550],01502 Vancomycin resistance [PATH:dok01502]
MED134_12716	murD	UDP-N-acetylmuramoylalanine-D-glutamate ligase	00470 D-Amino acid metabolism [PATH:dok00470],00550 Peptidoglycan biosynthesis [PATH:dok00550]
MED134_12721	ftsW	cell division protein FtsW	unspecified
MED134_12726	murG	UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	00550 Peptidoglycan biosynthesis [PATH:dok00550],01502 Vancomycin resistance [PATH:dok01502]
MED134_12731	murC	UDP-N-acetylmuramate-alanine ligase	00550 Peptidoglycan biosynthesis [PATH:dok00550]
MED134_12736	ftsQ	cell division protein FtsQ	unspecified
MED134_12741	ftsA	cell division protein FtsA	unspecified
MED134_12746	ftsZ	cell division protein FtsZ	unspecified
MED134_12751	unspecified	Yqey-like protein	unspecified
MED134_12756	unspecified	OmpA family protein	unspecified
MED134_12761	unspecified	hypothetical protein	unspecified
MED134_12766	unspecified	hypothetical protein	unspecified
MED134_12771	unspecified	DPS family protein	unspecified
MED134_12776	unspecified	hypothetical protein	unspecified
MED134_12781	unspecified	heavy metal transport/detoxification protein	unspecified
MED134_12786	unspecified	hypothetical protein	unspecified
MED134_12791	unspecified	hypothetical protein	unspecified
MED134_12796	unspecified	metallo-beta-lactamase superfamily protein	00620 Pyruvate metabolism [PATH:dok00620]
MED134_12801	unspecified	hypothetical protein	unspecified
MED134_12806	unspecified	transcription regulator, Crp family	unspecified
MED134_12811	unspecified	sterol desaturase	unspecified
MED134_12816	cysM	cysteine synthase B	00270 Cysteine and methionine metabolism [PATH:dok00270]
MED134_12821	cysE1	serine O-acetyltransferase	00920 Sulfur metabolism [PATH:dok00920],00270 Cysteine and methionine metabolism [PATH:dok00270],00543 Exopolysaccharide biosynthesis [PATH:dok00543]
MED134_12826	unspecified	hypothetical protein	unspecified
MED134_12831	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_12836	unspecified	hypothetical protein	unspecified
MED134_12841	unspecified	hypothetical protein	unspecified
MED134_12846	unspecified	hypothetical protein	unspecified
MED134_12851	unspecified	hypothetical protein	unspecified
MED134_12856	unspecified	hypothetical protein	unspecified
MED134_12861	unspecified	hypothetical protein	unspecified
MED134_12866	rpe	ribulose-phosphate 3-epimerase	00030 Pentose phosphate pathway [PATH:dok00030],00040 Pentose and glucuronate interconversions [PATH:dok00040]
MED134_12871	rpoD3	RNA polymerase sigma-70 factor RpoD	02040 Flagellar assembly [PATH:dok02040]
MED134_12876	unspecified	MttA/Hcf106 family protein	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070]
MED134_12881	unspecified	PAP2 superfamily protein	00550 Peptidoglycan biosynthesis [PATH:dok00550],00552 Teichoic acid biosynthesis [PATH:dok00552]
MED134_12886	unspecified	serine protease, subtilase family	02024 Quorum sensing [PATH:dok02024]
MED134_12891	unspecified	O-methyltransferase family protein	unspecified
MED134_12896	unspecified	amidohydrolase	00380 Tryptophan metabolism [PATH:dok00380]
MED134_12901	unspecified	hypothetical protein	unspecified
MED134_12906	unspecified	short chain dehydrogenase	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_12911	unspecified	aldehyde dehydrogenase family protein	00380 Tryptophan metabolism [PATH:dok00380],00362 Benzoate degradation [PATH:dok00362]
MED134_12916	unspecified	hypothetical protein	unspecified
MED134_12921	unspecified	endoribonuclease L-PSP	00380 Tryptophan metabolism [PATH:dok00380]
MED134_12926	unspecified	kynurenine 3-monooxygenase	00380 Tryptophan metabolism [PATH:dok00380]
MED134_12931	unspecified	hypothetical protein	unspecified
MED134_12936	unspecified	kynureninase	00380 Tryptophan metabolism [PATH:dok00380]
MED134_12941	unspecified	hypothetical protein	unspecified
MED134_12946	unspecified	major facilitator superfamily permease	unspecified
MED134_12951	unspecified	radical SAM superfamily protein	00790 Folate biosynthesis [PATH:dok00790]
MED134_12956	secD	protein-export membrane protein SecD	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070],02024 Quorum sensing [PATH:dok02024]
MED134_12961	unspecified	hypothetical protein	unspecified
MED134_12966	unspecified	hypothetical protein	unspecified
MED134_12971	mdh	malate dehydrogenase	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00620 Pyruvate metabolism [PATH:dok00620],00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00680 Methane metabolism [PATH:dok00680],00270 Cysteine and methionine metabolism [PATH:dok00270]
MED134_12976	unspecified	hypothetical protein	unspecified
MED134_12981	gyrB3	DNA gyrase subunit B	unspecified
MED134_12986	unspecified	hypothetical protein	unspecified
MED134_12991	mpl	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	unspecified
MED134_12996	ftsY	signal recognition particle-docking protein FtsY	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070],02024 Quorum sensing [PATH:dok02024]
MED134_13001	unspecified	hypothetical protein	unspecified
MED134_13006	unspecified	beta-lactamase family protein	unspecified
MED134_13011	unspecified	MiaB-like tRNA modifying enzyme YliG	unspecified
MED134_13016	unspecified	hypothetical protein	unspecified
MED134_13021	unspecified	zinc carboxypeptidase	unspecified
MED134_13026	unspecified	hypothetical protein	unspecified
MED134_13031	unspecified	hypothetical protein	unspecified
MED134_13036	unspecified	hypothetical protein	unspecified
MED134_13041	unspecified	SpoU rRNA methylase family protein	unspecified
MED134_13046	unspecified	hypothetical protein	unspecified
MED134_13051	unspecified	metallopeptidase family M24	unspecified
MED134_13056	unspecified	glycosyl transferase family 2	unspecified
MED134_13061	galE3	UDP-glucose 4-epimerase	00052 Galactose metabolism [PATH:dok00052],00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]
MED134_13066	crtZ	beta-carotene hydroxylase	00906 Carotenoid biosynthesis [PATH:dok00906]
MED134_13071	crtB	phytoene synthase	00906 Carotenoid biosynthesis [PATH:dok00906]
MED134_13076	crtI	phytoene dehydrogenase	00906 Carotenoid biosynthesis [PATH:dok00906]
MED134_13081	unspecified	transcription regulator, MerR family	unspecified
MED134_13086	aroK	shikimate kinase	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_13091	pyrR3	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_13096	unspecified	RNA-binding S4	unspecified
MED134_13101	unspecified	hypothetical protein	unspecified
MED134_13106	unspecified	hypothetical protein	unspecified
MED134_13111	unspecified	transketolase-like protein	00030 Pentose phosphate pathway [PATH:dok00030]
MED134_13116	unspecified	transketolase-like protein	00030 Pentose phosphate pathway [PATH:dok00030]
MED134_13121	unspecified	hypothetical protein	unspecified
MED134_13126	pyrE	orotate phosphoribosyltransferase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_13131	unspecified	hypothetical protein	unspecified
MED134_13136	unspecified	zinc carboxypeptidase	unspecified
MED134_13151	unspecified	hypothetical protein	02024 Quorum sensing [PATH:dok02024]
MED134_13156	unspecified	hypothetical protein	unspecified
MED134_13161	unspecified	hypothetical protein	unspecified
MED134_13166	unspecified	hypothetical protein	unspecified
MED134_13176	unspecified	hypothetical protein	unspecified
MED134_13181	unspecified	hypothetical protein	unspecified
MED134_13186	unspecified	pseudouridine synthase, RluA family	unspecified
MED134_13191	unspecified	serine/threonine protein kinase	unspecified
MED134_13196	ddlA	D-alanine-D-alanine ligase	00470 D-Amino acid metabolism [PATH:dok00470],00550 Peptidoglycan biosynthesis [PATH:dok00550],01502 Vancomycin resistance [PATH:dok01502]
MED134_13201	coaD	pantetheine-phosphate adenylyltransferase	00770 Pantothenate and CoA biosynthesis [PATH:dok00770]
MED134_13206	unspecified	hypothetical protein	unspecified
MED134_13211	trpA	tryptophan synthase alpha chain	00260 Glycine, serine and threonine metabolism [PATH:dok00260],00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_13216	trpB	tryptophan synthase beta chain	00260 Glycine, serine and threonine metabolism [PATH:dok00260],00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_13221	trpF	phosphoriborylanthranilate isomerase	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_13226	unspecified	hypothetical protein	unspecified
MED134_13231	trpC	indole-3-glycerol phosphate synthase	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_13236	trpD	anthranilate phosphoribosyltransferase	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_13241	unspecified	hypothetical protein	unspecified
MED134_13251	pabA	para-aminobenzoate synthase, component II	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400],02024 Quorum sensing [PATH:dok02024]
MED134_13256	trpE	anthranilate synthase component I	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400],02024 Quorum sensing [PATH:dok02024]
MED134_13261	unspecified	hypothetical protein	unspecified
MED134_13266	unspecified	transcription regulator, MarR family	unspecified
MED134_13271	unspecified	redoxin	unspecified
MED134_13276	unspecified	redoxin	unspecified
MED134_13281	unspecified	hypothetical protein	unspecified
MED134_13286	unspecified	hypothetical protein	unspecified
MED134_13291	unspecified	cytochrome c peroxidase	unspecified
MED134_13296	unspecified	hypothetical protein	unspecified
MED134_13301	unspecified	hypothetical protein	unspecified
